Cast-off Reconstruction Results:
High Percentile Faces(x) High Percentile Faces(y)             High Percentile Faces(z)
      97.000                   98.000                              266.000
      97.000                  266.000                              272.000
      98.000                   99.000                              201.000
      98.000                   99.000                              267.000
      98.000                  200.000                              201.000
      98.000                  266.000                              267.000
      99.000                  100.000                              202.000
      99.000                  100.000                              268.000
      99.000                  201.000                              202.000
      99.000                  267.000                              268.000
     100.000                  202.000                              203.000
     100.000                  268.000                              269.000
     101.000                  270.000                              273.000
     102.000                  103.000                              201.000
     102.000                  103.000                              276.000
     102.000                  135.000                              272.000
     102.000                  135.000                              275.000
     102.000                  200.000                              201.000
     102.000                  275.000                              276.000
     103.000                  104.000                              202.000
     103.000                  104.000                              277.000
     103.000                  201.000                              202.000
     103.000                  276.000                              277.000
     104.000                  105.000                              203.000
     104.000                  105.000                              278.000
     104.000                  202.000                              203.000
     104.000                  277.000                              278.000
     105.000                  106.000                              204.000
     105.000                  106.000                              279.000
     105.000                  203.000                              204.000
     105.000                  278.000                              279.000
     107.000                  108.000                              144.000
     107.000                  108.000                              205.000
     107.000                  143.000                              144.000
     108.000                  205.000                              206.000
     110.000                  111.000                              147.000
     110.000                  111.000                              210.000
     110.000                  146.000                              147.000
     110.000                  206.000                              210.000
     111.000                  112.000                              148.000
     111.000                  112.000                              211.000
     111.000                  147.000                              148.000
     111.000                  210.000                              211.000
     112.000                  211.000                              212.000
     114.000                  212.000                              220.000
     116.000                  117.000                              153.000
     116.000                  117.000                              218.000
     116.000                  152.000                              153.000
     116.000                  217.000                              218.000
     117.000                  218.000                              226.000
     118.000                  220.000                              228.000
     119.000                  120.000                              156.000
     119.000                  120.000                              224.000
     119.000                  155.000                              156.000
     119.000                  223.000                              224.000
     120.000                  121.000                              157.000
     120.000                  121.000                              225.000
     120.000                  156.000                              157.000
     120.000                  224.000                              225.000
     122.000                  228.000                              234.000
     124.000                  236.000                              243.000
     127.000                  247.000                              254.000
     128.000                  129.000                              165.000
     128.000                  129.000                              256.000
     128.000                  164.000                              165.000
     128.000                  249.000                              256.000
     129.000                  130.000                              166.000
     129.000                  130.000                              257.000
     129.000                  165.000                              166.000
     129.000                  256.000                              257.000
     130.000                  131.000                              167.000
     130.000                  131.000                              258.000
     130.000                  166.000                              167.000
     130.000                  257.000                              258.000
     131.000                  258.000                              259.000
     133.000                  263.000                              271.000
     134.000                  135.000                              171.000
     134.000                  135.000                              272.000
     134.000                  170.000                              171.000
     134.000                  271.000                              272.000
     136.000                  137.000                              173.000
     136.000                  137.000                              274.000
     136.000                  172.000                              173.000
     136.000                  273.000                              274.000
     138.000                  139.000                              175.000
     138.000                  139.000                              276.000
     138.000                  174.000                              175.000
     138.000                  275.000                              276.000
     139.000                  140.000                              176.000
     139.000                  140.000                              277.000
     139.000                  175.000                              176.000
     139.000                  276.000                              277.000
     140.000                  141.000                              177.000
     140.000                  141.000                              278.000
     140.000                  176.000                              177.000
     140.000                  277.000                              278.000
     141.000                  142.000                              178.000
     141.000                  142.000                              279.000
     141.000                  177.000                              178.000
     141.000                  278.000                              279.000
     143.000                  144.000                              281.000
     143.000                  280.000                              281.000
     145.000                  280.000                              282.000
     146.000                  147.000                              286.000
     146.000                  285.000                              286.000
     147.000                  148.000                              287.000
     147.000                  286.000                              287.000
     149.000                  282.000                              288.000
     151.000                  288.000                              296.000
     152.000                  153.000                              292.000
     152.000                  292.000                              300.000
     153.000                  292.000                              293.000
     155.000                  156.000                              298.000
     155.000                  298.000                              305.000
     156.000                  157.000                              299.000
     156.000                  298.000                              299.000
     157.000                  299.000                              300.000
     159.000                  310.000                              315.000
     161.000                  318.000                              324.000
     162.000                  319.000                              325.000
     164.000                  165.000                              332.000
     164.000                  331.000                              332.000
     165.000                  166.000                              333.000
     165.000                  332.000                              333.000
     166.000                  167.000                              334.000
     166.000                  333.000                              334.000
     167.000                  325.000                              334.000
     170.000                  171.000                              346.000
     171.000                  346.000                              347.000
     172.000                  173.000                              348.000
     173.000                  348.000                              349.000
     174.000                  175.000                              350.000
     175.000                  176.000                              351.000
     175.000                  350.000                              351.000
     176.000                  177.000                              352.000
     176.000                  351.000                              352.000
     177.000                  178.000                              353.000
     177.000                  352.000                              353.000
     178.000                  353.000                              354.000
     179.000                  308.000                              314.000
     180.000                  357.000                              358.000
     181.000                  358.000                              360.000
     182.000                  359.000                              361.000
     183.000                  184.000                              342.000
     183.000                  184.000                              363.000
     183.000                  341.000                              342.000
     183.000                  362.000                              363.000
     184.000                  185.000                              343.000
     184.000                  185.000                              364.000
     184.000                  342.000                              343.000
     184.000                  363.000                              364.000
     185.000                  186.000                              344.000
     185.000                  186.000                              365.000
     185.000                  343.000                              344.000
     185.000                  364.000                              365.000
     186.000                  360.000                              365.000
     187.000                  361.000                              366.000
     188.000                  189.000                              350.000
     188.000                  189.000                              362.000
     189.000                  190.000                              351.000
     189.000                  190.000                              363.000
     189.000                  350.000                              351.000
     189.000                  362.000                              363.000
     190.000                  191.000                              352.000
     190.000                  191.000                              364.000
     190.000                  351.000                              352.000
     190.000                  363.000                              364.000
     191.000                  192.000                              353.000
     191.000                  192.000                              365.000
     191.000                  352.000                              353.000
     191.000                  364.000                              365.000
     192.000                  353.000                              354.000
     192.000                  365.000                              366.000
     195.000                  196.000                              197.000
     196.000                  197.000                              199.000
     196.000                  198.000                              199.000
     198.000                  199.000                              204.000
     198.000                  203.000                              204.000
     205.000                  206.000                              209.000
     205.000                  207.000                              208.000
     205.000                  208.000                              209.000
     206.000                  209.000                              210.000
     207.000                  208.000                              215.000
     207.000                  213.000                              214.000
     207.000                  214.000                              215.000
     208.000                  209.000                              216.000
     208.000                  215.000                              216.000
     209.000                  210.000                              217.000
     209.000                  216.000                              217.000
     210.000                  211.000                              218.000
     210.000                  217.000                              218.000
     211.000                  212.000                              219.000
     211.000                  218.000                              219.000
     212.000                  219.000                              220.000
     213.000                  214.000                              223.000
     213.000                  221.000                              222.000
     213.000                  222.000                              223.000
     214.000                  215.000                              224.000
     214.000                  223.000                              224.000
     215.000                  216.000                              225.000
     215.000                  224.000                              225.000
     216.000                  217.000                              225.000
     218.000                  219.000                              226.000
     219.000                  220.000                              227.000
     219.000                  226.000                              227.000
     220.000                  227.000                              228.000
     221.000                  222.000                              230.000
     221.000                  229.000                              230.000
     222.000                  223.000                              230.000
     226.000                  227.000                              232.000
     226.000                  231.000                              232.000
     227.000                  228.000                              233.000
     227.000                  232.000                              233.000
     228.000                  233.000                              234.000
     229.000                  230.000                              236.000
     229.000                  235.000                              236.000
     231.000                  232.000                              238.000
     231.000                  237.000                              238.000
     232.000                  233.000                              238.000
     233.000                  234.000                              239.000
     235.000                  236.000                              242.000
     235.000                  240.000                              241.000
     235.000                  241.000                              242.000
     236.000                  242.000                              243.000
     237.000                  238.000                              245.000
     237.000                  244.000                              245.000
     240.000                  241.000                              248.000
     240.000                  247.000                              248.000
     241.000                  242.000                              249.000
     241.000                  248.000                              249.000
     242.000                  243.000                              249.000
     244.000                  245.000                              252.000
     244.000                  250.000                              251.000
     244.000                  251.000                              252.000
     247.000                  248.000                              254.000
     248.000                  249.000                              255.000
     248.000                  254.000                              255.000
     249.000                  255.000                              256.000
     250.000                  251.000                              261.000
     250.000                  259.000                              260.000
     250.000                  260.000                              261.000
     251.000                  252.000                              261.000
     254.000                  255.000                              264.000
     254.000                  263.000                              264.000
     255.000                  256.000                              265.000
     255.000                  264.000                              265.000
     256.000                  257.000                              266.000
     256.000                  265.000                              266.000
     257.000                  258.000                              267.000
     257.000                  266.000                              267.000
     258.000                  259.000                              268.000
     258.000                  267.000                              268.000
     259.000                  260.000                              269.000
     259.000                  268.000                              269.000
     260.000                  261.000                              269.000
     263.000                  264.000                              271.000
     264.000                  265.000                              272.000
     264.000                  271.000                              272.000
     265.000                  266.000                              272.000
     270.000                  273.000                              274.000
     280.000                  281.000                              284.000
     280.000                  282.000                              283.000
     280.000                  283.000                              284.000
     281.000                  284.000                              285.000
     282.000                  283.000                              290.000
     282.000                  288.000                              289.000
     282.000                  289.000                              290.000
     283.000                  284.000                              291.000
     283.000                  290.000                              291.000
     284.000                  285.000                              292.000
     284.000                  291.000                              292.000
     285.000                  286.000                              293.000
     285.000                  292.000                              293.000
     286.000                  287.000                              294.000
     286.000                  293.000                              294.000
     287.000                  294.000                              295.000
     288.000                  289.000                              298.000
     288.000                  296.000                              297.000
     288.000                  297.000                              298.000
     289.000                  290.000                              299.000
     289.000                  298.000                              299.000
     290.000                  291.000                              300.000
     290.000                  299.000                              300.000
     291.000                  292.000                              300.000
     293.000                  294.000                              301.000
     294.000                  295.000                              302.000
     294.000                  301.000                              302.000
     295.000                  302.000                              303.000
     296.000                  297.000                              305.000
     296.000                  304.000                              305.000
     297.000                  298.000                              305.000
     301.000                  302.000                              307.000
     301.000                  306.000                              307.000
     302.000                  303.000                              308.000
     302.000                  307.000                              308.000
     303.000                  308.000                              309.000
     304.000                  305.000                              311.000
     304.000                  310.000                              311.000
     306.000                  307.000                              313.000
     306.000                  312.000                              313.000
     307.000                  308.000                              313.000
     308.000                  309.000                              314.000
     310.000                  311.000                              317.000
     310.000                  315.000                              316.000
     310.000                  316.000                              317.000
     311.000                  317.000                              318.000
     312.000                  313.000                              320.000
     312.000                  319.000                              320.000
     315.000                  316.000                              323.000
     315.000                  322.000                              323.000
     316.000                  317.000                              324.000
     316.000                  323.000                              324.000
     317.000                  318.000                              324.000
     319.000                  320.000                              327.000
     319.000                  325.000                              326.000
     319.000                  326.000                              327.000
     322.000                  323.000                              329.000
     323.000                  324.000                              330.000
     323.000                  329.000                              330.000
     324.000                  330.000                              331.000
     325.000                  326.000                              336.000
     325.000                  334.000                              335.000
     325.000                  335.000                              336.000
     326.000                  327.000                              336.000
     329.000                  330.000                              339.000
     329.000                  338.000                              339.000
     330.000                  331.000                              340.000
     330.000                  339.000                              340.000
     331.000                  332.000                              341.000
     331.000                  340.000                              341.000
     332.000                  333.000                              342.000
     332.000                  341.000                              342.000
     333.000                  334.000                              343.000
     333.000                  342.000                              343.000
     334.000                  335.000                              344.000
     334.000                  343.000                              344.000
     335.000                  336.000                              344.000
     338.000                  339.000                              346.000
     339.000                  340.000                              347.000
     339.000                  346.000                              347.000
     340.000                  341.000                              347.000
     345.000                  348.000                              349.000
     357.000                  358.000                              359.000
     358.000                  359.000                              361.000
     358.000                  360.000                              361.000
     360.000                  361.000                              366.000
     360.000                  365.000                              366.000
High Percentile Vertices(x) High Percentile Vertices(y)          High Percentile Vertices(z)
      67.500                   60.000                              104.395
      67.500                   60.000                              105.987
      75.000                   60.000                              100.001
      75.000                   60.000                              111.690
      82.500                   60.000                               98.614
      82.500                   60.000                              110.470
      90.000                   60.000                               94.015
      90.000                   60.000                              106.209
      97.500                   60.000                               84.672
      97.500                   60.000                              101.720
     105.000                   60.000                               57.135
     105.000                   60.000                               93.959
      30.000                   67.500                               53.515
      30.000                   67.500                               74.183
      37.500                   67.500                               45.366
      37.500                   67.500                               93.392
      45.000                   67.500                               39.596
      45.000                   67.500                              104.289
      52.500                   67.500                               35.175
      52.500                   67.500                               72.376
      52.500                   67.500                               82.593
      52.500                   67.500                              111.861
      60.000                   67.500                               31.586
      60.000                   67.500                               52.483
      60.000                   67.500                               86.148
      60.000                   67.500                              117.034
      67.500                   67.500                               30.861
      67.500                   67.500                               50.422
      67.500                   67.500                               85.267
      67.500                   67.500                              119.448
      75.000                   67.500                               25.379
      75.000                   67.500                               54.254
      75.000                   67.500                               83.602
      75.000                   67.500                              119.910
      82.500                   67.500                               28.328
      82.500                   67.500                               52.110
      82.500                   67.500                               78.699
      82.500                   67.500                              119.501
      90.000                   67.500                               35.039
      90.000                   67.500                              117.649
      97.500                   67.500                               31.995
      97.500                   67.500                              112.138
     105.000                   67.500                               42.017
     105.000                   67.500                              107.393
     112.500                   67.500                               52.851
     112.500                   67.500                               97.318
      30.000                   75.000                               53.515
      30.000                   75.000                               74.183
      37.500                   75.000                               45.366
      37.500                   75.000                               93.392
      45.000                   75.000                               39.596
      45.000                   75.000                              104.289
      52.500                   75.000                               35.175
      52.500                   75.000                               72.376
      52.500                   75.000                               82.592
      52.500                   75.000                              111.861
      60.000                   75.000                               31.585
      60.000                   75.000                               52.483
      60.000                   75.000                               86.148
      60.000                   75.000                              117.034
      67.500                   75.000                               30.861
      67.500                   75.000                               50.422
      67.500                   75.000                               85.267
      67.500                   75.000                              119.448
      75.000                   75.000                               25.378
      75.000                   75.000                               54.255
      75.000                   75.000                               83.602
      75.000                   75.000                              119.910
      82.500                   75.000                               28.328
      82.500                   75.000                               52.110
      82.500                   75.000                               78.699
      82.500                   75.000                              119.501
      90.000                   75.000                               35.038
      90.000                   75.000                              117.649
      97.500                   75.000                               31.995
      97.500                   75.000                              112.138
     105.000                   75.000                               42.017
     105.000                   75.000                              107.393
     112.500                   75.000                               52.851
     112.500                   75.000                               97.318
      67.500                   82.500                              104.395
      67.500                   82.500                              105.988
      75.000                   82.500                              100.001
      75.000                   82.500                              111.690
      82.500                   82.500                               98.614
      82.500                   82.500                              110.470
      90.000                   82.500                               94.015
      90.000                   82.500                              106.210
      97.500                   82.500                               84.672
      97.500                   82.500                              101.720
     105.000                   82.500                               57.135
     105.000                   82.500                               93.959
      66.540                   60.000                              105.000
      84.506                   60.000                               97.500
      92.753                   60.000                               90.000
      91.799                   60.000                              105.000
     102.412                   60.000                               60.000
     100.239                   60.000                               67.500
     100.311                   60.000                               75.000
     100.155                   60.000                               82.500
     102.753                   60.000                               97.500
     108.718                   60.000                               60.000
     112.018                   60.000                               67.500
     111.938                   60.000                               75.000
     108.681                   60.000                               82.500
     106.980                   60.000                               90.000
      26.201                   67.500                               60.000
      24.878                   67.500                               67.500
      30.576                   67.500                               52.500
      30.785                   67.500                               75.000
      31.613                   67.500                               82.500
      35.064                   67.500                               90.000
      38.077                   67.500                               45.000
      39.587                   67.500                               97.500
      49.202                   67.500                               37.500
      50.449                   67.500                               75.000
      52.397                   67.500                               82.500
      45.472                   67.500                              105.000
      59.985                   67.500                               52.500
      56.436                   67.500                               60.000
      55.699                   67.500                               67.500
      53.271                   67.500                              112.500
      68.556                   67.500                               30.000
      71.580                   67.500                               52.500
      80.859                   67.500                               52.500
      78.449                   67.500                               82.500
      84.839                   67.500                               30.000
      82.688                   67.500                               52.500
      84.626                   67.500                               60.000
      83.773                   67.500                               67.500
      83.753                   67.500                               75.000
      96.500                   67.500                              112.500
     102.997                   67.500                               37.500
     107.195                   67.500                               45.000
     111.638                   67.500                               52.500
     112.429                   67.500                               97.500
     107.462                   67.500                              105.000
     119.386                   67.500                               60.000
     119.983                   67.500                               67.500
     119.976                   67.500                               75.000
     119.380                   67.500                               82.500
     117.630                   67.500                               90.000
      26.201                   75.000                               60.000
      24.878                   75.000                               67.500
      30.576                   75.000                               52.500
      30.785                   75.000                               75.000
      31.613                   75.000                               82.500
      35.064                   75.000                               90.000
      38.077                   75.000                               45.000
      39.587                   75.000                               97.500
      49.202                   75.000                               37.500
      50.449                   75.000                               75.000
      52.397                   75.000                               82.500
      45.472                   75.000                              105.000
      59.985                   75.000                               52.500
      56.436                   75.000                               60.000
      55.699                   75.000                               67.500
      53.271                   75.000                              112.500
      68.556                   75.000                               30.000
      71.580                   75.000                               52.500
      80.860                   75.000                               52.500
      78.449                   75.000                               82.500
      84.840                   75.000                               30.000
      82.688                   75.000                               52.500
      84.626                   75.000                               60.000
      83.773                   75.000                               67.500
      83.753                   75.000                               75.000
      96.500                   75.000                              112.500
     102.997                   75.000                               37.500
     107.195                   75.000                               45.000
     111.638                   75.000                               52.500
     112.429                   75.000                               97.500
     107.462                   75.000                              105.000
     119.386                   75.000                               60.000
     119.983                   75.000                               67.500
     119.976                   75.000                               75.000
     119.380                   75.000                               82.500
     117.630                   75.000                               90.000
      66.539                   82.500                              105.000
      84.506                   82.500                               97.500
      92.753                   82.500                               90.000
      91.799                   82.500                              105.000
     102.411                   82.500                               60.000
     100.238                   82.500                               67.500
     100.311                   82.500                               75.000
     100.155                   82.500                               82.500
     102.753                   82.500                               97.500
     108.718                   82.500                               60.000
     112.018                   82.500                               67.500
     111.938                   82.500                               75.000
     108.681                   82.500                               82.500
     106.980                   82.500                               90.000
      67.500                   59.620                              105.000
      75.000                   57.144                              105.000
      82.500                   57.191                              105.000
      90.000                   58.337                               97.500
      90.000                   59.180                              105.000
      97.500                   57.296                               90.000
      97.500                   57.504                               97.500
     105.000                   57.777                               60.000
     105.000                   57.160                               67.500
     105.000                   57.198                               75.000
     105.000                   57.766                               82.500
     105.000                   58.553                               90.000
      30.000                   63.598                               60.000
      30.000                   62.393                               67.500
      37.500                   62.282                               52.500
      37.500                   60.860                               60.000
      37.500                   60.604                               67.500
      37.500                   62.914                               75.000
      37.500                   63.372                               82.500
      37.500                   65.627                               90.000
      45.000                   63.673                               45.000
      45.000                   61.926                               52.500
      45.000                   61.266                               60.000
      45.000                   61.271                               67.500
      45.000                   63.739                               75.000
      45.000                   63.211                               82.500
      45.000                   62.577                               90.000
      45.000                   63.656                               97.500
      52.500                   65.719                               37.500
      52.500                   62.561                               45.000
      52.500                   63.225                               52.500
      52.500                   64.072                               60.000
      52.500                   64.587                               67.500
      52.500                   63.206                               90.000
      52.500                   61.984                               97.500
      52.500                   62.339                              105.000
      60.000                   63.366                               37.500
      60.000                   63.230                               45.000
      60.000                   64.139                               90.000
      60.000                   61.288                               97.500
      60.000                   60.649                              105.000
      60.000                   62.871                              112.500
      67.500                   62.953                               37.500
      67.500                   63.809                               45.000
      67.500                   63.046                               90.000
      67.500                   60.468                               97.500
      67.500                   60.614                              112.500
      75.000                   62.915                               30.000
      75.000                   60.895                               37.500
      75.000                   61.647                               45.000
      75.000                   65.873                               52.500
      75.000                   61.428                               90.000
      75.000                   60.139                               97.500
      75.000                   60.092                              112.500
      82.500                   65.805                               30.000
      82.500                   62.018                               37.500
      82.500                   62.640                               45.000
      82.500                   64.105                               82.500
      82.500                   60.551                               90.000
      82.500                   60.029                               97.500
      82.500                   60.347                              112.500
      90.000                   65.769                               37.500
      90.000                   60.227                               45.000
      90.000                   61.412                               52.500
      90.000                   64.047                               60.000
      90.000                   61.474                               67.500
      90.000                   61.451                               75.000
      90.000                   60.705                               82.500
      90.000                   60.135                               90.000
      90.000                   62.091                              112.500
      97.500                   62.526                               37.500
      97.500                   61.163                               45.000
      97.500                   61.455                               52.500
      97.500                   60.676                               60.000
      97.500                   60.132                               67.500
      97.500                   60.132                               75.000
      97.500                   60.058                               82.500
      97.500                   60.541                              105.000
     105.000                   65.311                               45.000
     105.000                   61.925                               52.500
     105.000                   60.329                               97.500
     105.000                   64.947                              105.000
     112.500                   60.568                               60.000
     112.500                   60.050                               67.500
     112.500                   60.058                               75.000
     112.500                   60.577                               82.500
     112.500                   62.030                               90.000
      30.000                   78.902                               60.000
      30.000                   80.107                               67.500
      37.500                   80.218                               52.500
      37.500                   81.640                               60.000
      37.500                   81.896                               67.500
      37.500                   79.586                               75.000
      37.500                   79.128                               82.500
      37.500                   76.873                               90.000
      45.000                   78.827                               45.000
      45.000                   80.574                               52.500
      45.000                   81.234                               60.000
      45.000                   81.229                               67.500
      45.000                   78.761                               75.000
      45.000                   79.290                               82.500
      45.000                   79.923                               90.000
      45.000                   78.844                               97.500
      52.500                   76.781                               37.500
      52.500                   79.939                               45.000
      52.500                   79.275                               52.500
      52.500                   78.428                               60.000
      52.500                   77.913                               67.500
      52.500                   79.294                               90.000
      52.500                   80.516                               97.500
      52.500                   80.161                              105.000
      60.000                   79.135                               37.500
      60.000                   79.270                               45.000
      60.000                   78.361                               90.000
      60.000                   81.212                               97.500
      60.000                   81.851                              105.000
      60.000                   79.629                              112.500
      67.500                   79.547                               37.500
      67.500                   78.691                               45.000
      67.500                   79.454                               90.000
      67.500                   82.032                               97.500
      67.500                   81.886                              112.500
      75.000                   79.585                               30.000
      75.000                   81.605                               37.500
      75.000                   80.854                               45.000
      75.000                   76.627                               52.500
      75.000                   81.072                               90.000
      75.000                   82.361                               97.500
      75.000                   82.408                              112.500
      82.500                   76.695                               30.000
      82.500                   80.482                               37.500
      82.500                   79.860                               45.000
      82.500                   78.395                               82.500
      82.500                   81.949                               90.000
      82.500                   82.471                               97.500
      82.500                   82.153                              112.500
      90.000                   76.731                               37.500
      90.000                   82.273                               45.000
      90.000                   81.088                               52.500
      90.000                   78.453                               60.000
      90.000                   81.026                               67.500
      90.000                   81.049                               75.000
      90.000                   81.795                               82.500
      90.000                   82.365                               90.000
      90.000                   80.409                              112.500
      97.500                   79.974                               37.500
      97.500                   81.337                               45.000
      97.500                   81.045                               52.500
      97.500                   81.824                               60.000
      97.500                   82.368                               67.500
      97.500                   82.368                               75.000
      97.500                   82.442                               82.500
      97.500                   81.959                              105.000
     105.000                   77.189                               45.000
     105.000                   80.575                               52.500
     105.000                   82.171                               97.500
     105.000                   77.553                              105.000
     112.500                   81.932                               60.000
     112.500                   82.450                               67.500
     112.500                   82.442                               75.000
     112.500                   81.923                               82.500
     112.500                   80.470                               90.000
      67.500                   82.880                              105.000
      75.000                   85.356                              105.000
      82.500                   85.309                              105.000
      90.000                   84.163                               97.500
      90.000                   83.321                              105.000
      97.500                   85.204                               90.000
      97.500                   84.996                               97.500
     105.000                   84.723                               60.000
     105.000                   85.340                               67.500
     105.000                   85.302                               75.000
     105.000                   84.734                               82.500
     105.000                   83.947                               90.000
